암호화요양기호,요양기관명,유형코드,유형코드명,간호등급
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,연세척병원,1,건강보험,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,연세척병원,2,의료급여,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,연세척병원,5,건강보험(환자수),7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,연세척병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 건명의료재단 중앙제일병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 건명의료재단 중앙제일병원,2,의료급여,7
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 건명의료재단 중앙제일병원,5,건강보험(환자수),7
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 건명의료재단 중앙제일병원,6,의료급여(환자수),7
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,약수한방병원,1,건강보험,7
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,약수한방병원,2,의료급여,7
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,약수한방병원,5,건강보험(환자수),7
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,약수한방병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,로뎀요양병원,3,의사인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,로뎀요양병원,4,간호인력,1
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,재단법인자생의료재단잠실자생한방병원,1,건강보험,5
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,재단법인자생의료재단잠실자생한방병원,2,의료급여,5
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,부천하나요양병원,3,의사인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,부천하나요양병원,4,간호인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인상보의료재단 대구경상병원,1,건강보험,6
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인상보의료재단 대구경상병원,2,의료급여,6
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인상보의료재단 대구경상병원,5,건강보험(환자수),4
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인상보의료재단 대구경상병원,6,의료급여(환자수),4
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,정읍시립요양병원,3,의사인력,1
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,정읍시립요양병원,4,간호인력,1
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,첨단종합병원,1,건강보험,3
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,첨단종합병원,2,의료급여,3
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,첨단종합병원,5,건강보험(환자수),1
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,첨단종합병원,6,의료급여(환자수),1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,삼일정풍병원,1,건강보험,7
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,삼일정풍병원,2,의료급여,7
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,삼일정풍병원,5,건강보험(환자수),7
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,삼일정풍병원,6,의료급여(환자수),7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,광주열린병원,1,건강보험,7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,광주열린병원,2,의료급여,7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,광주열린병원,5,건강보험(환자수),7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,광주열린병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,동서한방병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,동서한방병원,2,의료급여,7
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,동서한방병원,5,건강보험(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,동서한방병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,센텀병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,센텀병원,2,의료급여,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,센텀병원,5,건강보험(환자수),2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,센텀병원,6,의료급여(환자수),2
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인청림의료재단온천요양병원,3,의사인력,3
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인청림의료재단온천요양병원,4,간호인력,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 춘혜의료재단 명지춘혜재활병원,1,건강보험,6
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 춘혜의료재단 명지춘혜재활병원,2,의료급여,6
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,전주늘사랑요양병원,3,의사인력,1
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,전주늘사랑요양병원,4,간호인력,1
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인나성의료재단논산행복한요양병원,3,의사인력,1
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인나성의료재단논산행복한요양병원,4,간호인력,1
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,1,건강보험,7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,2,의료급여,7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,5,건강보험(환자수),7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,6,의료급여(환자수),7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,부산마이크로병원,1,건강보험,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,부산마이크로병원,2,의료급여,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,부산마이크로병원,5,건강보험(환자수),7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,부산마이크로병원,6,의료급여(환자수),7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,유로병원,1,건강보험,7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,유로병원,2,의료급여,7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,유로병원,5,건강보험(환자수),7
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,유로병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인성베드로병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인성베드로병원,2,의료급여,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인성베드로병원,5,건강보험(환자수),1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인성베드로병원,6,의료급여(환자수),1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인교통문화의료재단 우리미소요양병원,3,의사인력,1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인교통문화의료재단 우리미소요양병원,4,간호인력,1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 허명의료재단 구포일심요양병원,3,의사인력,1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 허명의료재단 구포일심요양병원,4,간호인력,1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,햇살아동병원,1,건강보험,6
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,햇살아동병원,2,의료급여,6
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,햇살아동병원,5,건강보험(환자수),1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz,햇살아동병원,6,의료급여(환자수),1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,채움병원,1,건강보험,7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,채움병원,2,의료급여,7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,채움병원,5,건강보험(환자수),7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,채움병원,6,의료급여(환자수),7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,참조은요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,참조은요양병원,4,간호인력,1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,진주복음병원,1,건강보험,5
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,진주복음병원,2,의료급여,5
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,진주복음병원,5,건강보험(환자수),1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,진주복음병원,6,의료급여(환자수),1
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스포항병원,1,건강보험,2
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스포항병원,2,의료급여,2
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스포항병원,5,건강보험(환자수),1
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스포항병원,6,의료급여(환자수),1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,구미가톨릭요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,구미가톨릭요양병원,4,간호인력,1
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,전주수한방병원,1,건강보험,7
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,전주수한방병원,2,의료급여,7
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,전주수한방병원,5,건강보험(환자수),7
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQyIyQzIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,전주수한방병원,6,의료급여(환자수),7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,바른요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,바른요양병원,4,간호인력,1
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,괴정어린이병원,1,건강보험,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,괴정어린이병원,2,의료급여,7
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,괴정어린이병원,5,건강보험(환자수),2
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,괴정어린이병원,6,의료급여(환자수),2
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,성신고려요양병원,3,의사인력,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,성신고려요양병원,4,간호인력,1
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,광주백병원,1,건강보험,7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,광주백병원,2,의료급여,7
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,광주백병원,5,건강보험(환자수),5
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,광주백병원,6,의료급여(환자수),5
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 선한의료재단 청도자연요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 선한의료재단 청도자연요양병원,4,간호인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,하나병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,하나병원,2,의료급여,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,하나병원,5,건강보험(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,하나병원,6,의료급여(환자수),7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 에스앤케이의료재단 시흥에스앤케이요양병원,3,의사인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 에스앤케이의료재단 시흥에스앤케이요양병원,4,간호인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,대찬병원,1,건강보험,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,대찬병원,2,의료급여,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,대찬병원,5,건강보험(환자수),1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,대찬병원,6,의료급여(환자수),1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,의료법인경빈의료재단 김해센텀요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,의료법인경빈의료재단 김해센텀요양병원,4,간호인력,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,포근한맘요양병원,3,의사인력,1
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,포근한맘요양병원,4,간호인력,1
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,신동환병원,1,건강보험,7
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,신동환병원,2,의료급여,7
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,신동환병원,5,건강보험(환자수),7
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,신동환병원,6,의료급여(환자수),7
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,비에스(BS)요양병원,3,의사인력,1
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,비에스(BS)요양병원,4,간호인력,2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,광교참좋은요양병원,3,의사인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,광교참좋은요양병원,4,간호인력,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,오케이병원,1,건강보험,7
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,오케이병원,2,의료급여,7
